0.015 0
0.045 0
0.075 0
0.105 0
0.135 0
0.165 0
0.195 0
0.225 0
0.255 0
0.285 0
0.315 0
0.345 0
0.375 0
0.405 0
0.435 0
0.465 0
0.495 0
0.525 0
0.555 0
0.585 0
0.615 0
0.645 0
0.675 0
0.705 0
0.735 0
0.765 0
0.795 0
0.825 0
0.855 0
0.885 0
0.915 0
0.945 0
0.975 0
1.005 0
1.035 0
1.065 0
1.095 0
1.125 0
1.155 0
1.185 0
1.215 0
1.245 0
1.275 0
1.305 0
1.335 0
1.365 0
1.395 0
1.425 0
1.455 0
1.485 0
1.515 0
1.545 0
1.575 0
1.605 0
1.635 0
1.665 0
1.695 0
1.725 0
1.755 0
1.785 0
1.815 0
1.845 0
1.875 0
1.905 0
1.935 0
1.965 0
1.995 0
2.025 0
2.055 0
2.085 0
2.115 0
2.145 0
2.175 0
2.205 0
2.235 0
2.265 0
2.295 0
2.325 0
2.355 0
2.385 0
2.415 0
2.445 0
2.475 0
2.505 0
2.535 0
2.565 0
2.595 0
2.625 0
2.655 0
2.685 0
2.715 0
2.745 0
2.775 0
2.805 0
2.835 0
2.865 0
2.895 0
2.925 0
2.955 0
2.985 0
3.015 0
3.045 0
3.075 0
3.105 0
3.135 0
3.165 0
3.195 0
3.225 0
3.255 0
3.285 0
3.315 0
3.345 0
3.375 0
3.405 0
3.435 0
3.465 0
3.495 0
3.525 0
3.555 0
3.585 0
3.615 0
3.645 0
3.675 0
3.705 0
3.735 0
3.765 0
3.795 0
3.825 0
3.855 0
3.885 0
3.915 0
3.945 0
3.975 0
4.005 0
4.035 0
4.065 0
4.095 0
4.125 0
4.155 0
4.185 0
4.215 0
4.245 0
4.275 0
4.305 0
4.335 0
4.365 0
4.395 0
4.425 0
4.455 0
4.485 0
4.515 0
4.545 0
4.575 0
4.605 0
4.635 0
4.665 0
4.695 0
4.725 0
4.755 0
4.785 0
4.815 0
4.845 0
4.875 0
4.905 0
4.935 0
4.965 0
4.995 0
5.025 0
5.055 0
5.085 0
5.115 0
5.145 0
5.175 0
5.205 0
5.235 0
5.265 0
5.295 0
5.325 0
5.355 0
5.385 0
5.415 0
5.445 0
5.475 0
5.505 0
5.535 0
5.565 0
5.595 0
5.625 0
5.655 0
5.685 0
5.715 0
5.745 0
5.775 0
5.805 0
5.835 0
5.865 0
5.895 0
5.925 0
